recommendation,username,name,profile_url,profile_image_url,followers_count,following_count,listed_count,created_at,tweets_found,total_likes,total_retweets,total_replies,total_engagement,engagement_rate,recommendation_reason,sample_tweet_1,sample_tweet_2,sample_tweet_3,tweet_date_1,tweet_date_2,tweet_date_3,tweet_url_1,tweet_url_2,tweet_url_3
Skip,thenarrator,good,https://x.com/thenarrator,https://pbs.twimg.com/profile_images/1995280076250775552/FrYDhT-I_normal.jpg,101091,3159,560,2016-09-05T03:59:39.000Z,1,0,0,1,1,0.0000,Very low ER (0.00%),@CryptoKleij @Novee_VeenoX @monad @Euphoria_fi why worse? definitely the same but we havent tried this yet,,,2026-02-18T19:20:03.000Z,,,https://x.com/thenarrator/status/2024202268111704119,,
Skip,XNXX_EN,Lina 🦅,https://x.com/XNXX_EN,https://pbs.twimg.com/profile_images/1983063760496668672/KPLn0ZP5_normal.jpg,144153,4664,106,2022-07-28T01:56:17.000Z,2,2,0,0,2,0.0000,Very low ER (0.00%),@vvickym2 @Polymarket 5 min btc bets sound addictive tbh,@Cointelegraph polymarket 5min markets with chainlink streams lfg,,2026-02-14T14:36:14.000Z,2026-02-13T19:17:33.000Z,,https://x.com/XNXX_EN/status/2022681291494498335,https://x.com/XNXX_EN/status/2022389702792483152,
Skip,ibcig,IBCIG,https://x.com/ibcig,https://pbs.twimg.com/profile_images/1597124796751302656/-yAwhFdC_normal.jpg,519268,6258,446,2012-02-28T17:44:15.000Z,1,0,0,0,0,0.0000,Large audience but zero engagement on these tweets — dead feed,@Autosultan_team @Euphoria_fi I only know Euproria series haha,,,2026-02-18T15:54:28.000Z,,,https://x.com/ibcig/status/2024150532902789563,,
Skip,SimonDesue,Simon Desue,https://x.com/SimonDesue,https://pbs.twimg.com/profile_images/763477988864299008/dFDUiMbZ_normal.jpg,424256,768,274,2008-06-10T19:38:05.000Z,1,0,0,0,0,0.0000,Large audience but zero engagement on these tweets — dead feed,@Autosultan_team @Euphoria_fi Facts on facts. No notes needed.,,,2026-02-18T15:19:13.000Z,,,https://x.com/SimonDesue/status/2024141659861094811,,
Skip,bankrbot,Bankr,https://x.com/bankrbot,https://pbs.twimg.com/profile_images/1951545493936545792/AriqgxQN_normal.jpg,94733,22,625,2024-12-04T23:32:52.000Z,3,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@HeisBigmac @Euphoria_fi @base deployed euphoria contract address is 0x74bEe40be702A9A2925EE4fa06E820dCe28dCBA3

view token: https://t.co/CkQTCet9fD","@HeisBigmac @Euphoria_fi @base deployed TAPATHON contract address is 0xb03aF670511FFfb766dbFADDfbDc9F19cf31bba3

view token: https://t.co/3epqvAZsoY

tx: https://t.co/6LpF9dlbNA","@web3nursexbt @Euphoria_fi @base deployed TEPATHON contract address is 0xBF8B85c4E7dA49b6714C370925072c48194DCbA3

view token: https://t.co/WXAVk06Ye6",2026-02-18T17:47:12.000Z,2026-02-18T17:44:58.000Z,2026-02-18T16:32:24.000Z,https://x.com/bankrbot/status/2024178902663606614,https://x.com/bankrbot/status/2024178340933017607,https://x.com/bankrbot/status/2024160079403208775
Skip,Vanquan_titans,Van Quan I 🌊RIVER | Bird🕊️,https://x.com/Vanquan_titans,https://pbs.twimg.com/profile_images/1945800175638683648/8yG5t6dA_normal.png,52678,4029,86,2013-02-11T13:00:54.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@SaintLee04 @Euphoria_fi So excited for you! Let’s tap into those trading skills and crush it! 🎉,,,2026-02-18T17:14:35.000Z,,,https://x.com/Vanquan_titans/status/2024170695568027885,,
Skip,huseyin1tekin,Sennin,https://x.com/huseyin1tekin,https://pbs.twimg.com/profile_images/1926216283294490625/KvHAOqzk_normal.jpg,44245,12819,648,2021-03-04T08:46:58.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@kalp8955 @ClankerZone_ @openclaw @Euphoria_fi @predofficial @MegaCorpHQ thanks bro, good luck for the grind",,,2026-02-18T17:40:15.000Z,,,https://x.com/huseyin1tekin/status/2024177155429572654,,
Skip,JefferyCrypt,JΞFF🧸,https://x.com/JefferyCrypt,https://pbs.twimg.com/profile_images/1969751958442434560/LNvyeNo1_normal.jpg,40624,1933,106,2012-10-07T19:52:20.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@Autosultan_team @Euphoria_fi order books are for larpers, tap trading is for retail.",,,2026-02-18T16:49:59.000Z,,,https://x.com/JefferyCrypt/status/2024164504150343805,,
Skip,dimqtdl,0xww,https://x.com/dimqtdl,https://pbs.twimg.com/profile_images/1987135609279029253/rKuVMpT9_normal.jpg,22333,18864,202,2020-09-01T00:30:08.000Z,2,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@0xCSauron @Euphoria_fi Joining the NFT trend with high hopes. Euphoria_fi code needed.,@Euphoria_fi Intern's blunder unveils Grin's unexpected dominance in rankings.,,2026-02-18T19:16:51.000Z,2026-02-18T18:52:00.000Z,,https://x.com/dimqtdl/status/2024201463686365470,https://x.com/dimqtdl/status/2024195208578290172,
Skip,Michigan409,MICHIGAN 🏅,https://x.com/Michigan409,https://pbs.twimg.com/profile_images/1799524567804973056/lCrqSEI7_normal.jpg,21883,4723,146,2021-10-30T12:43:33.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@Autosultan_team @Euphoria_fi Finally, trading that doesn’t make me question my life choices every tap",,,2026-02-18T15:36:17.000Z,,,https://x.com/Michigan409/status/2024145958364217732,,
Skip,diora_anr,Denny Anr,https://x.com/diora_anr,https://pbs.twimg.com/profile_images/2003463854668582912/Nb-KQqdm_normal.jpg,17496,14902,132,2022-08-13T03:41:49.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@zannyzette @Euphoria_fi learning the game’s mechanics takes time.,,,2026-02-18T14:30:00.000Z,,,https://x.com/diora_anr/status/2024129274052018320,,
Skip,Elnino_CG,Hoàng Lân - Crypto Group,https://x.com/Elnino_CG,https://pbs.twimg.com/profile_images/1846372579336187904/zdIyG4KM_normal.jpg,16329,472,22,2023-04-13T14:19:53.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@SaintLee04 @Euphoria_fi The more you read, the more it makes sense.",,,2026-02-18T14:28:15.000Z,,,https://x.com/Elnino_CG/status/2024128834006860154,,
Skip,Goboovi,Gobovi,https://x.com/Goboovi,https://pbs.twimg.com/profile_images/2013552751712542723/stEGvXQL_normal.jpg,15861,8825,121,2023-09-16T22:12:11.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@0xCSauron @Euphoria_fi Stay locked in,,,2026-02-18T19:09:08.000Z,,,https://x.com/Goboovi/status/2024199523044671505,,
Skip,NKLinhzk,nklinh.eth,https://x.com/NKLinhzk,https://pbs.twimg.com/profile_images/1962427396898107392/PYI-wdA__normal.jpg,14973,10587,96,2023-01-29T06:51:20.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@SaintLee04 @Euphoria_fi Have you tried any specific strategies yet?,,,2026-02-18T17:11:53.000Z,,,https://x.com/NKLinhzk/status/2024170014102999451,,
Skip,JoestarCrypto,Joestar⭐,https://x.com/JoestarCrypto,https://pbs.twimg.com/profile_images/1990491945664196608/rDsbnVkl_normal.jpg,14557,1296,211,2023-02-28T09:36:55.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Trader_morty1 @Euphoria_fi It not mean to be something else tbh and there is a pmf for hat,,,2026-02-18T13:09:17.000Z,,,https://x.com/JoestarCrypto/status/2024108961604006189,,
Skip,CiroxEth,Cirox,https://x.com/CiroxEth,https://pbs.twimg.com/profile_images/2019352850288242688/bg3bIe6R_normal.jpg,13714,5169,15,2022-06-11T18:12:33.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@0xCuseyo @Euphoria_fi Been there, that rush is addicting but brutal at the same time",,,2026-02-18T15:44:13.000Z,,,https://x.com/CiroxEth/status/2024147953959477573,,
Skip,Chain_AlphaX,Chain Alpha,https://x.com/Chain_AlphaX,https://pbs.twimg.com/profile_images/2014636862380412928/Zq_pVI0I_normal.jpg,13672,1411,91,2024-09-17T20:45:31.000Z,2,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@incrypted @Euphoria_fi Airdrop season? Don't FOMO, do your DD.  WAGMI.",@Cryptic_Web3 @Polymarket 5-min BTC bets?  Degens gonna degen. WAGMI.,,2026-02-18T12:47:25.000Z,2026-02-15T23:37:33.000Z,,https://x.com/Chain_AlphaX/status/2024103460174549119,https://x.com/Chain_AlphaX/status/2023179906709094496,
Skip,Spicy_Rich,Spicy Rich,https://x.com/Spicy_Rich,https://pbs.twimg.com/profile_images/2009084823579889664/r35h3fkP_normal.jpg,11472,4569,98,2018-02-21T20:49:17.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@JerrySinger @Euphoria_fi dope!,,,2026-02-18T19:32:23.000Z,,,https://x.com/Spicy_Rich/status/2024205371854754273,,
Skip,dang_duytan,GodAir,https://x.com/dang_duytan,https://pbs.twimg.com/profile_images/1966368881699848192/CKLAPW1s_normal.jpg,11227,11203,51,2021-08-04T17:17:22.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@SaintLee04 @Euphoria_fi Tap trading is the new skill to master,,,2026-02-18T12:34:51.000Z,,,https://x.com/dang_duytan/status/2024100296281223625,,
Skip,Ember_web3,Ember,https://x.com/Ember_web3,https://pbs.twimg.com/profile_images/1930913028989763584/gBJA0tse_normal.jpg,10596,9916,58,2013-09-29T02:39:39.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@0xCSauron @Euphoria_fi Joining the NFT trend, trying my luck with 200 pieces. Seeking Euphoria_fi code, appreciate any help. Tatsu collection limited availability, secure your spot now.",,,2026-02-18T19:20:51.000Z,,,https://x.com/Ember_web3/status/2024202471074087096,,
Skip,Yokai_Syndicate,Yokai,https://x.com/Yokai_Syndicate,https://pbs.twimg.com/profile_images/2016081529269567488/si1nY9Si_normal.jpg,8704,3424,242,2023-01-05T06:09:40.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Autosultan_team @Euphoria_fi It doesn't feel like homework to trade.,,,2026-02-18T16:14:49.000Z,,,https://x.com/Yokai_Syndicate/status/2024155653581701617,,
Skip,luong4101992,nbaluong 🟨,https://x.com/luong4101992,https://pbs.twimg.com/profile_images/2007685513923489792/boBBo-3u_normal.jpg,8519,2083,57,2022-08-08T09:13:43.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@SaintLee04 @Euphoria_fi Trading now requires minimal effort, highlighting the importance of skill to succeed.",,,2026-02-18T12:10:46.000Z,,,https://x.com/luong4101992/status/2024094235444572221,,
Skip,vjalphas,V J | Crypto Alphas,https://x.com/vjalphas,https://pbs.twimg.com/profile_images/1962928411963166721/Khdbrpog_normal.jpg,8186,4858,181,2014-07-14T20:04:00.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Autosultan_team @Euphoria_fi making perps feel like a game is powerful,,,2026-02-18T17:53:31.000Z,,,https://x.com/vjalphas/status/2024180490908107196,,
Skip,Celes_tine__,Celestine,https://x.com/Celes_tine__,https://pbs.twimg.com/profile_images/2005752322345799680/wAgwRyeI_normal.jpg,6458,1946,123,2021-02-10T20:44:33.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Euphoria_fi Pls give me a code intern 🙏 https://t.co/372qb0u4s2,,,2026-02-18T19:51:15.000Z,,,https://x.com/Celes_tine__/status/2024210121287442836,,
Skip,DF_chuddy,De~Dentist,https://x.com/DF_chuddy,https://pbs.twimg.com/profile_images/1951353676620050432/zcu9WHdL_normal.jpg,6287,2294,65,2021-06-13T11:00:41.000Z,2,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Autosultan_team @Euphoria_fi Keep up the good work fam,@zannyzette @Euphoria_fi Looking good here,,2026-02-18T13:30:38.000Z,2026-02-18T12:59:59.000Z,,https://x.com/DF_chuddy/status/2024114334847172642,https://x.com/DF_chuddy/status/2024106624323862768,
Skip,daisylusalita,Daisy,https://x.com/daisylusalita,https://pbs.twimg.com/profile_images/1719719010743590912/iESdLMNU_normal.jpg,6274,1274,20,2021-02-18T15:30:15.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@yourpassword_is @Euphoria_fi @caseycraig honestly it feels unstoppable,,,2026-02-18T19:52:54.000Z,,,https://x.com/daisylusalita/status/2024210537920548946,,
Skip,0xgoryu,RYU,https://x.com/0xgoryu,https://pbs.twimg.com/profile_images/2016171130365612032/t2pETG3O_normal.jpg,6191,2577,34,2019-11-19T12:07:33.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Autosultan_team @Euphoria_fi Euphoria is changing trading. it's time for a new approach,,,2026-02-18T16:56:52.000Z,,,https://x.com/0xgoryu/status/2024166235269984600,,
Skip,CryptoSense_2,Alex,https://x.com/CryptoSense_2,https://pbs.twimg.com/profile_images/1970802949581389824/86gebTIU_normal.jpg,6118,4747,49,2019-12-29T07:45:52.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Autosultan_team @Euphoria_fi I believe it attracts new people but can be detrimental to discipline.,,,2026-02-18T15:53:32.000Z,,,https://x.com/CryptoSense_2/status/2024150297975628074,,
Skip,MadMagicSOL,Mad Magic.Sol 🎒,https://x.com/MadMagicSOL,https://pbs.twimg.com/profile_images/2009550051744550912/-2jYS5Js_normal.jpg,6106,5875,29,2021-03-20T04:28:13.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@SaintLee04 @Euphoria_fi lol all that analysis for tap tap tap, brutal.",,,2026-02-18T12:26:58.000Z,,,https://x.com/MadMagicSOL/status/2024098314690646178,,
Skip,cangg_l,Canglong,https://x.com/cangg_l,https://pbs.twimg.com/profile_images/2007107926528561152/tsuUC9CX_normal.jpg,5867,3237,97,2022-05-17T09:50:06.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Tom_Degen68 @Polymarket 5 min feels like scalp game,,,2026-02-14T08:30:06.000Z,,,https://x.com/cangg_l/status/2022589154006380857,,
Skip,nftbotx,vyre,https://x.com/nftbotx,https://pbs.twimg.com/profile_images/1974199699331567616/2vYOZBLW_normal.jpg,5502,3539,24,2021-05-18T07:57:28.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Autosultan_team @Euphoria_fi Euphoria making trading feel like a game. Tap and done.,,,2026-02-18T17:43:05.000Z,,,https://x.com/nftbotx/status/2024177866557022325,,
Skip,0xDealova,Dea,https://x.com/0xDealova,https://pbs.twimg.com/profile_images/2023619120076648448/AW_GBA9B_normal.jpg,5498,1787,4,2014-05-07T07:59:39.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Euphoria_fi No code ☠️,,,2026-02-18T15:25:11.000Z,,,https://x.com/0xDealova/status/2024143163070328885,,
Skip,TenzoRBL,Tenzo 🎮,https://x.com/TenzoRBL,https://pbs.twimg.com/profile_images/2018408903722319873/PMFz844s_normal.jpg,5444,989,6,2025-08-30T06:53:47.000Z,2,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@zannyzette @Euphoria_fi Got rekt but Euphoria makes it fun,@Autosultan_team @Euphoria_fi Euphoria might actually make perps fun,,2026-02-18T14:59:50.000Z,2026-02-18T14:53:14.000Z,,https://x.com/TenzoRBL/status/2024136782938521668,https://x.com/TenzoRBL/status/2024135124560797969,
Skip,ZackD0x,ZacD,https://x.com/ZackD0x,https://pbs.twimg.com/profile_images/2009462619275776000/npXpLZP-_normal.jpg,5420,928,9,2022-05-14T23:15:32.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@Euphoria_fi This the type of degenerate energy we need more of, iykyk 🫵 Rolex gonna look real nice on the wrist",,,2026-02-18T17:46:52.000Z,,,https://x.com/ZackD0x/status/2024178820778221613,,
Skip,Feliciaa_26,Feliciaa_Calista,https://x.com/Feliciaa_26,https://pbs.twimg.com/profile_images/1994202133735129088/EzehS8-Q_normal.jpg,4903,2702,9,2010-08-28T19:59:10.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@zannyzette @Euphoria_fi Tap smarter next round loading,,,2026-02-18T13:43:52.000Z,,,https://x.com/Feliciaa_26/status/2024117666232095121,,
Skip,Tobzy47,Tobzy.base.eth,https://x.com/Tobzy47,https://pbs.twimg.com/profile_images/1952014982121443328/-Xx9FwcZ_normal.jpg,4712,2409,34,2022-01-18T12:47:05.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@degenBRO__ Checking polymarket 5 min trade comment section lol,,,2026-02-16T00:44:22.000Z,,,https://x.com/Tobzy47/status/2023196723880112319,,
Skip,JonaTurnbu19738,0xPanda0x,https://x.com/JonaTurnbu19738,https://pbs.twimg.com/profile_images/2001551910357340161/_2JTdSFN_normal.jpg,4621,6636,11,2023-10-27T04:12:32.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@SaintLee04 @Euphoria_fi Trading really comes down to the fundamentals, doesn't it? Good luck!",,,2026-02-18T12:00:56.000Z,,,https://x.com/JonaTurnbu19738/status/2024091760599908604,,
Skip,soccerfmcom,1950 💜,https://x.com/soccerfmcom,https://pbs.twimg.com/profile_images/1690235220430327808/6YjMsf_Y_normal.jpg,4495,2015,15,2015-01-21T01:56:25.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@zannyzette @Euphoria_fi Just got rekt in the Tapathon testnet. Need to tweak my strategy before the real deal.,,,2026-02-18T12:30:41.000Z,,,https://x.com/soccerfmcom/status/2024099248065622525,,
Skip,assymetrix_com,assymetrix,https://x.com/assymetrix_com,https://pbs.twimg.com/profile_images/1982866723297439744/gP-h5j1F_normal.jpg,4232,216,,2025-10-24T14:58:19.000Z,2,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@wiseadvicesumit $140K/week from 5-minute inefficiencies tells you everything about where prediction markets are heading. The venue layer is commoditizing fast — Polymarket 5-min, Kalshi events, Robinhood contracts — but the alpha concentrates in whoever can process data fastest.

The real","@Cryptic_Web3 @Polymarket 5-min resolution cycles turn prediction markets into a real-time sentiment layer for BTC. The traders who'll win here aren't guessing direction — they're synthesizing order flow, funding rates, and macro catalysts faster than the market prices them in ⚡",,2026-02-15T05:57:49.000Z,2026-02-13T15:17:04.000Z,,https://x.com/assymetrix_com/status/2022913216272114073,https://x.com/assymetrix_com/status/2022329182685176270,
Skip,JossyBlaak,Josh🗿,https://x.com/JossyBlaak,https://pbs.twimg.com/profile_images/2008666360717455360/Tnu6ptYb_normal.jpg,4017,5901,36,2020-06-18T14:02:52.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Euphoria_fi day 69 of asking for a code,,,2026-02-18T16:00:13.000Z,,,https://x.com/JossyBlaak/status/2024151978146771102,,
Skip,g4al22,Zainal99,https://x.com/g4al22,https://pbs.twimg.com/profile_images/1630227836576624640/RBWqMhFi_normal.jpg,3628,3424,36,2021-05-21T17:15:39.000Z,2,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@zannyzette @Euphoria_fi Testing strategies on testnet is the smartest way to avoid pain.,"@Autosultan_team @Euphoria_fi Euphoria makes trading approachable, fun, and social for everyone.",,2026-02-18T14:04:51.000Z,2026-02-18T13:53:20.000Z,,https://x.com/g4al22/status/2024122946894323854,https://x.com/g4al22/status/2024120047502016697,
Skip,GLHFbuy,abuy,https://x.com/GLHFbuy,https://pbs.twimg.com/profile_images/2022589871978930176/0j0a_ywx_normal.jpg,3616,3194,22,2013-08-04T05:28:56.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@0xdodo @Euphoria_fi idk about euphoria but i'm pretty sure rolex is more than just a watch.,,,2026-02-18T13:47:58.000Z,,,https://x.com/GLHFbuy/status/2024118698429006308,,
Skip,airplanestar_,airplanestar 🏴‍☠️,https://x.com/airplanestar_,https://pbs.twimg.com/profile_images/2014281615434973184/6zgVzTY5_normal.jpg,3611,3311,22,2016-07-03T16:21:49.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@zannyzette @Euphoria_fi cool, its different UI",,,2026-02-18T17:29:09.000Z,,,https://x.com/airplanestar_/status/2024174360366596542,,
Skip,HossseinRezaei,Hellish,https://x.com/HossseinRezaei,https://pbs.twimg.com/profile_images/2015190533379960833/C0clw5Wd_normal.jpg,3542,2565,42,2021-11-08T08:23:08.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@huseyin1tekin @ClankerZone_ @openclaw @Euphoria_fi @predofficial @MegaCorpHQ Consistent grinding compounds faster than chasing one big play,,,2026-02-18T13:45:30.000Z,,,https://x.com/HossseinRezaei/status/2024118076833145227,,
Skip,Timmy_Turnes,Timmy_Turnes,https://x.com/Timmy_Turnes,https://pbs.twimg.com/profile_images/2002424315229200384/Xtez5Ddp_normal.jpg,3494,1849,24,2023-01-26T19:35:04.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@Autosultan_team @Euphoria_fi Love the vibe!

 Making trading like TikTok is a total game changer.",,,2026-02-18T17:28:31.000Z,,,https://x.com/Timmy_Turnes/status/2024174199539990954,,
Skip,nawdir001,NiYi,https://x.com/nawdir001,https://pbs.twimg.com/profile_images/1924685676110319616/w_Cj3aL2_normal.jpg,3456,2563,9,2021-06-17T16:49:20.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Euphoria_fi Need code intern,,,2026-02-18T15:24:04.000Z,,,https://x.com/nawdir001/status/2024142881636683802,,
Skip,Oknozel,Oknart_ 💫NFTNYC2024💯,https://x.com/Oknozel,https://pbs.twimg.com/profile_images/1507035261594746882/96HGLDmK_normal.jpg,3408,6900,11,2011-07-21T11:36:13.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Euphoria_fi Code please,,,2026-02-18T15:16:34.000Z,,,https://x.com/Oknozel/status/2024140995688857674,,
Skip,0x_kippo,"KippoXBT (❖,❖)",https://x.com/0x_kippo,https://pbs.twimg.com/profile_images/2018019842021036032/kR-Kf3gK_normal.jpg,3358,1746,5,2024-12-16T15:49:47.000Z,2,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@Autosultan_team @Euphoria_fi built by engineers for engineers, with walls of charts that spark stress instead of engagement",@zannyzette @Euphoria_fi you actually need to understand price movement and timing,,2026-02-18T12:51:30.000Z,2026-02-18T12:43:04.000Z,,https://x.com/0x_kippo/status/2024104485832814707,https://x.com/0x_kippo/status/2024102363405959399,
Skip,Harding_bnb,0xHarding,https://x.com/Harding_bnb,https://pbs.twimg.com/profile_images/1994007725819449344/IrKGghGR_normal.jpg,3351,6267,10,2023-12-16T02:18:00.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@SaintLee04 @Euphoria_fi Looks like it’s all about the clicks now! How do you feel about that?,,,2026-02-18T12:05:49.000Z,,,https://x.com/Harding_bnb/status/2024092992445747375,,
Skip,LolaSt1400,"Lola (❖,❖)",https://x.com/LolaSt1400,https://pbs.twimg.com/profile_images/1992158509329252352/Iq-7ou-i_normal.jpg,3325,1901,56,2023-04-11T22:39:24.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@FFVV1211 @Euphoria_fi turning free starter cash to real 753 overnight nails the low-risk rush,,,2026-02-18T14:10:09.000Z,,,https://x.com/LolaSt1400/status/2024124279311233509,,
Skip,only1beniory,𝑱𝒐𝒉𝒏𝒏𝒚 ⛄️💙,https://x.com/only1beniory,https://pbs.twimg.com/profile_images/1711259254219321344/-Ni77u3r_normal.jpg,3270,2814,40,2020-09-12T15:11:28.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Euphoria_fi i’m in,,,2026-02-18T16:21:19.000Z,,,https://x.com/only1beniory/status/2024157288404000779,,
Skip,gusdewiratama_,Wigus,https://x.com/gusdewiratama_,https://pbs.twimg.com/profile_images/2000882197700730887/IUzKgIeB_normal.jpg,3237,3663,5,2012-08-31T14:41:18.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@zannyzette @Euphoria_fi tapathon's testnet didnt go so well for you huh,,,2026-02-18T12:39:35.000Z,,,https://x.com/gusdewiratama_/status/2024101488927379568,,
Skip,Racheal1085,Racheal,https://x.com/Racheal1085,https://pbs.twimg.com/profile_images/1956439445139288065/ktYO1SNZ_normal.png,3130,1965,28,2021-04-28T09:06:51.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Euphoria_fi wen give me code,,,2026-02-18T19:18:44.000Z,,,https://x.com/Racheal1085/status/2024201937902567816,,
Skip,AMahafe,Tafi,https://x.com/AMahafe,https://pbs.twimg.com/profile_images/2014391942130417664/lekPhSCk_normal.jpg,3049,2744,33,2023-09-29T14:26:44.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Euphoria_fi Good luck fams,,,2026-02-18T15:30:12.000Z,,,https://x.com/AMahafe/status/2024144426558230644,,
Skip,cryptosa_ge,SAGE,https://x.com/cryptosa_ge,https://pbs.twimg.com/profile_images/2022039572243255296/SQGx0B0R_normal.jpg,2908,2748,17,2024-01-16T08:31:29.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@SaintLee04 @Euphoria_fi I'm not so sure trading now is just that simple with 5,000 traders.",,,2026-02-18T18:30:57.000Z,,,https://x.com/cryptosa_ge/status/2024189914632671565,,
Skip,Ethelyn_eth,Ethelyn,https://x.com/Ethelyn_eth,https://pbs.twimg.com/profile_images/1994004653814763523/CXR9EYR5_normal.jpg,2730,4960,5,2023-12-16T02:17:52.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@SaintLee04 @Euphoria_fi Trading can be super tricky, but keep at it!",,,2026-02-18T12:04:49.000Z,,,https://x.com/Ethelyn_eth/status/2024092739290403198,,
Skip,Readle_Suw,Readlee NFTKING,https://x.com/Readle_Suw,https://pbs.twimg.com/profile_images/1994006212380381185/G4_XCA9n_normal.jpg,2687,5793,5,2023-12-16T02:17:51.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@SaintLee04 @Euphoria_fi Is it really just that simple to trade now?,,,2026-02-18T12:05:43.000Z,,,https://x.com/Readle_Suw/status/2024092966529515942,,
Skip,JaphetzCruzz,Japhet,https://x.com/JaphetzCruzz,https://pbs.twimg.com/profile_images/2009164634364825600/BDVdpUxS_normal.jpg,2684,1911,45,2024-02-24T19:25:18.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Kikispams @Euphoria_fi Not me🤔,,,2026-02-18T14:50:57.000Z,,,https://x.com/JaphetzCruzz/status/2024134549077139658,,
Skip,GOD_f9ther,SAGE,https://x.com/GOD_f9ther,https://pbs.twimg.com/profile_images/1935550693193965568/im0ZRREU_normal.jpg,2613,2961,10,2025-03-18T17:50:50.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@SaintLee04 @Euphoria_fi Tap trading sounds wild, but is it really that simple though?",,,2026-02-18T18:27:42.000Z,,,https://x.com/GOD_f9ther/status/2024189094503284844,,
Skip,prof_jpowell,Professor Dr. Jerome Powell (Parody),https://x.com/prof_jpowell,https://pbs.twimg.com/profile_images/1970851698370310144/mCTJBLhp_normal.jpg,2513,2083,5,2023-03-23T19:30:39.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@0xKaps @Euphoria_fi this is the best way to show the speed of mega, but not so good for traders, it's a great way to lose a lot of money in a short time",,,2026-02-18T12:28:22.000Z,,,https://x.com/prof_jpowell/status/2024098666810658863,,
